Lap 1,"[{'subject': [{'driver': 'RUS'}], 'action': 'fly', 'object': {'driver': ['SAI'], 'main': ['past']}}, {'subject': [{'driver': 'RUS'}], 'action': 'move up', 'object': {'position': ['19']}}]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | RUS [SEP] Action1 | fly [SEP] Object1 | driver | SAI [SEP] Object1 | main | past [SEP] Agent2 | driver | RUS [SEP] Action2 | move up [SEP] Object2 | position | 19,Russell flies past Sainz to move up to 19th.
Lap 2,"[{'subject': [{'driver': 'PER'}], 'action': 'fly', 'object': {'driver': ['RIC'], 'main': ['past']}}, {'subject': [{'driver': 'PER'}], 'action': 'move up', 'object': {'position': ['14']}}]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | PER [SEP] Action1 | fly [SEP] Object1 | driver | RIC [SEP] Object1 | main | past [SEP] Agent2 | driver | PER [SEP] Action2 | move up [SEP] Object2 | position | 14,Perez flies past Ricciardo to move up to 14th.
Lap 2,"[{'subject': [{'other': 'fia'}], 'action': 'note', 'object': {'main': ['incident'], 'driver': ['GRO'], 'location': ['turn 1']}}, {'subject': [{'other': 'stewards'}], 'action': 'note', 'object': {'main': ['incident'], 'driver': ['HUL', 'SAI'], 'location': ['turn 5']}}]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | other | fia [SEP] Action1 | note [SEP] Object1 | main | incident [SEP] Object1 | driver | GRO [SEP] Object1 | location | turn 1 [SEP] Agent2 | other | stewards [SEP] Action2 | note [SEP] Object2 | main | incident [SEP] Object2 | driver | HUL [SEP] Object2 | driver | SAI [SEP] Object2 | location | turn 5,"The stewards have noted the incident between Grosjean and Alonso at Turn 1. Hulkenberg, Sainz and Alonso are also in trouble at Turn 5."
Lap 5,"[{'subject': [{'driver': 'HUL'}], 'action': 'approach', 'object': {'driver': ['KUB']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['down to', '2.85'], 'driver': ['KUB'], 'timing': ['currently']}}]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HUL [SEP] Action1 | approach [SEP] Object1 | driver | KUB [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | down to [SEP] Object2 | main | 2.85 [SEP] Object2 | driver | KUB [SEP] Object2 | timing | currently,"Hulkenberg approaches Kubica, but the gap is down to 2.85s currently."
Lap 6,"[{'subject': [{'driver': 'RIC'}], 'action': 'fly', 'object': {'driver': ['STR'], 'main': ['past']}}, {'subject': [{'driver': 'RIC'}], 'action': 'move up', 'object': {'position': ['13']}}]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | RIC [SEP] Action1 | fly [SEP] Object1 | driver | STR [SEP] Object1 | main | past [SEP] Agent2 | driver | RIC [SEP] Action2 | move up [SEP] Object2 | position | 13,Ricciardo flies past Stroll to move up to 13th.
Lap 6,"[{'subject': [{'driver': 'HUL'}], 'action': 'approach', 'object': {'driver': ['KUB']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['only', '0.8'], 'driver': ['KUB'], 'timing': ['currently']}}]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HUL [SEP] Action1 | approach [SEP] Object1 | driver | KUB [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | only [SEP] Object2 | main | 0.8 [SEP] Object2 | driver | KUB [SEP] Object2 | timing | currently,"Hulkenberg approaches Kubica, but the gap is only 0.8s currently."
Lap 7,"[{'subject': [{'driver': 'HUL'}], 'action': 'pass', 'object': {'driver': ['KUB']}}, {'subject': [{'driver': 'HUL'}], 'action': 'move up', 'object': {'position': ['17']}}]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HUL [SEP] Action1 | pass [SEP] Object1 | driver | KUB [SEP] Agent2 | driver | HUL [SEP] Action2 | move up [SEP] Object2 | position | 17,Hulkenberg passes Kubica to move up to 17th.
Lap 9,"[{'subject': [{'other': 'fia'}], 'action': 'note', 'object': {'main': ['incident'], 'driver': ['GRO'], 'info': ['no investigation necessary'], 'location': ['turn 1']}}]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | other | fia [SEP] Action1 | note [SEP] Object1 | main | incident [SEP] Object1 | driver | GRO [SEP] Object1 | info | no investigation necessary [SEP] Object1 | location | turn 1,"The FIA has noted the incident, but says there is no investigation necessary. Grosjean has turned into Turn 1."
Lap 11,"[{'subject': [{'driver': 'RIC'}], 'action': 'catch', 'object': {'driver': ['RAI']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['only', '1.74'], 'driver': ['RAI'], 'timing': ['now']}}]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | RIC [SEP] Action1 | catch [SEP] Object1 | driver | RAI [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | only [SEP] Object2 | main | 1.74 [SEP] Object2 | driver | RAI [SEP] Object2 | timing | now,"Ricciardo is catching Raikkonen now, but the gap is only 1.74s."
Lap 12,"[{'subject': [{'driver': 'KVY'}], 'action': 'pit', 'object': {'main': ['from P15', 'to undercut'], 'driver': ['PER']}}, {'subject': [{'driver': 'PER'}], 'action': 'be', 'object': {'main': ['still out']}}]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | KVY [SEP] Action1 | pit [SEP] Object1 | main | from P15 [SEP] Object1 | main | to undercut [SEP] Object1 | driver | PER [SEP] Agent2 | driver | PER [SEP] Action2 | be [SEP] Object2 | main | still out,"Kvyat pits from P15 to undercut Perez, but Perez is still out."
Lap 13,"[{'subject': [{'driver': 'PER'}], 'action': 'make', 'object': {'main': ['pitstop', 'for hard tyres']}}, {'subject': [{'driver': 'PER'}], 'action': 'drop to', 'object': {'position': ['17']}}]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | PER [SEP] Action1 | make [SEP] Object1 | main | pitstop [SEP] Object1 | main | for hard tyres [SEP] Agent2 | driver | PER [SEP] Action2 | drop to [SEP] Object2 | position | 17,Perez makes a pitstop for hard tyres and drops to 17th.
Lap 15,"[{'subject': [{'driver': 'RAI'}], 'action': 'box', 'object': {'main': ['for hard tyres']}}, {'subject': [{'driver': 'RAI'}], 'action': 'drop to', 'object': {'position': ['15']}}]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | RAI [SEP] Action1 | box [SEP] Object1 | main | for hard tyres [SEP] Agent2 | driver | RAI [SEP] Action2 | drop to [SEP] Object2 | position | 15,Raikkonen boxes for hard tyres and drops to 15th.
